"","operation_date","ISIN","nominal_purchases","res_mat","cuml_nom_purch","issue_date","cumulative_total_in_issue","percent_of_freefloat"
"740",2009-07-06,"GB00B24FF097",94,21.4209445585216,3871.3,2009-05-13,18790,0.206029803086748
"741",2009-07-13,"GB00B24FF097",116,21.4017796030116,3987.3,2009-05-13,18790,0.212203299627461
"742",2009-07-20,"GB00B24FF097",316,21.3826146475017,4303.3,2009-05-13,18790,0.229020755721128
"743",2009-07-27,"GB00B24FF097",150,21.3634496919918,4453.3,2009-05-13,18790,0.237003725385844
"744",2009-08-10,"GB00B24FF097",264,21.3251197809719,4717.3,2009-05-13,18790,0.251053751995742
"745",2009-08-17,"GB00B24FF097",268,21.305954825462,4985.3,2009-05-13,18790,0.2653166577967
"746",2009-08-24,"GB00B24FF097",0,21.2867898699521,4985.3,2009-05-13,18790,0.2653166577967
"747",2009-09-01,"GB00B24FF097",134,21.264887063655,5119.3,2009-05-13,18790,0.272448110697179
"748",2009-09-07,"GB00B24FF097",334,21.2484599589322,5453.3,2009-05-13,18790,0.290223523150612
"749",2009-09-14,"GB00B24FF097",132,21.2292950034223,5585.3,2009-05-13,18790,0.297248536455561
"750",2009-09-21,"GB00B24FF097",268,21.2101300479124,5853.3,2009-05-13,18790,0.311511442256519
"751",2009-10-12,"GB00B24FF097",37.7,21.1526351813826,5891,2009-10-02,21264.849,0.277029947402871
"752",2009-10-19,"GB00B24FF097",170,21.1334702258727,6061,2009-10-02,21264.849,0.285024361094687
"753",2009-10-26,"GB00B24FF097",250,21.1143052703628,6311,2009-10-02,21264.849,0.296780851817946
"754",2009-11-09,"GB00B24FF097",411,21.0759753593429,6722,2009-10-02,21264.849,0.316108522566984
"755",2009-11-23,"GB00B24FF097",25,21.0376454483231,6747,2009-10-02,21264.849,0.31728417163931
"756",2009-12-07,"GB00B24FF097",323,20.9993155373032,7070,2009-10-02,21264.849,0.33247355765376
"757",2010-01-04,"GB00B24FF097",16,20.9226557152635,7086,2009-10-02,21264.849,0.333225973060049
"758",2010-01-18,"GB00B24FF097",156,20.8843258042437,7242,2009-10-02,21264.849,0.340562023271362
"759",2011-10-12,"GB00B24FF097",0,19.1540041067762,7242,2011-09-07,24264.849,0.298456421467943
"760",2011-10-19,"GB00B24FF097",0,19.1348391512663,7242,2011-10-19,24790.849,0.292123920403049
"761",2011-10-26,"GB00B24FF097",189,19.1156741957563,7431,2011-10-19,24790.849,0.299747701258638
"762",2011-11-02,"GB00B24FF097",27,19.0965092402464,7458,2011-10-19,24790.849,0.300836812809436
"763",2011-11-09,"GB00B24FF097",189.9,19.0773442847365,7647.9,2011-10-19,24790.849,0.308496897383385
"764",2011-11-16,"GB00B24FF097",211.3,19.0581793292266,7859.2,2011-10-19,24790.849,0.317020203705004
"765",2011-11-23,"GB00B24FF097",80,19.0390143737166,7939.2,2011-10-19,24790.849,0.320247200892555
"766",2011-11-30,"GB00B24FF097",81,19.0198494182067,8020.2,2011-10-19,24790.849,0.32351453554495
"767",2011-12-07,"GB00B24FF097",40,19.0006844626968,8060.2,2011-10-19,24790.849,0.325128034138726
"768",2011-12-14,"GB00B24FF097",123,18.9815195071869,8183.2,2011-10-19,24790.849,0.330089542314586
"769",2012-01-04,"GB00B24FF097",100.8,18.9240246406571,8284,2011-10-19,24790.849,0.3341555587709
"770",2012-01-11,"GB00B24FF097",110,18.9048596851472,8394,2011-10-19,24790.849,0.338592679903782
"771",2012-01-18,"GB00B24FF097",50,18.8856947296372,8444,2011-10-19,24790.849,0.340609553146002
"772",2012-01-25,"GB00B24FF097",55,18.8665297741273,8499,2011-10-19,24790.849,0.342828113712443
"773",2012-02-01,"GB00B24FF097",41,18.8473648186174,8540,2011-10-19,24790.849,0.344481949771063
"774",2012-02-14,"GB00B24FF097",224,18.8117727583847,8764,2011-10-19,24790.849,0.353517541896205
"775",2012-02-21,"GB00B24FF097",100,18.7926078028747,8864,2011-10-19,24790.849,0.357551288380644
"776",2012-02-28,"GB00B24FF097",20,18.7734428473648,8884,2011-10-19,24790.849,0.358358037677532
"777",2012-03-06,"GB00B24FF097",0,18.7542778918549,8884,2011-10-19,24790.849,0.358358037677532
"778",2012-03-13,"GB00B24FF097",0,18.735112936345,8884,2011-10-19,24790.849,0.358358037677532
"779",2012-03-20,"GB00B24FF097",40,18.715947980835,8924,2011-10-19,24790.849,0.359971536271307
"780",2012-03-27,"GB00B24FF097",0,18.6967830253251,8924,2011-10-19,24790.849,0.359971536271307
"781",2012-04-03,"GB00B24FF097",0,18.6776180698152,8924,2011-10-19,24790.849,0.359971536271307
"782",2012-04-10,"GB00B24FF097",5,18.6584531143053,8929,2011-10-19,24790.849,0.360173223595529
"783",2012-04-17,"GB00B24FF097",7,18.6392881587953,8936,2011-10-19,24790.849,0.36045558584944
"784",2012-04-24,"GB00B24FF097",10,18.6201232032854,8946,2011-10-19,24790.849,0.360858960497884
"785",2012-05-01,"GB00B24FF097",150,18.6009582477755,9096,2011-10-19,24790.849,0.366909580224542
"786",2012-07-10,"GB00B24FF097",315,18.4093086926762,9411,2012-07-04,26709.911,0.352341121615868
"787",2012-07-17,"GB00B24FF097",305,18.3901437371663,9716,2012-07-17,27079.911,0.358789953187069
"788",2012-07-24,"GB00B24FF097",76,18.3709787816564,9792,2012-07-17,27079.911,0.361596461672271
"789",2012-07-31,"GB00B24FF097",0,18.3518138261465,9792,2012-07-17,27079.911,0.361596461672271
"790",2012-08-07,"GB00B24FF097",226.3,18.3326488706366,10018.3,2012-07-17,27079.911,0.36995320996439
"791",2012-08-14,"GB00B24FF097",0,18.3134839151266,10018.3,2012-07-17,27079.911,0.36995320996439
"792",2012-08-21,"GB00B24FF097",119,18.2943189596167,10137.3,2012-07-17,27079.911,0.374347611408324
"793",2012-08-28,"GB00B24FF097",15,18.2751540041068,10152.3,2012-07-17,27079.911,0.374901527556719
"794",2012-09-04,"GB00B24FF097",70,18.2559890485969,10222.3,2012-07-17,27079.911,0.377486469582562
"795",2012-09-11,"GB00B24FF097",120,18.2368240930869,10342.3,2012-07-17,27079.911,0.381917798769723
"796",2012-09-18,"GB00B24FF097",60,18.217659137577,10402.3,2012-07-17,27079.911,0.384133463363303
"797",2012-09-25,"GB00B24FF097",30,18.1984941820671,10432.3,2012-07-17,27079.911,0.385241295660093
"798",2012-10-02,"GB00B24FF097",210,18.1793292265572,10642.3,2012-07-17,27079.911,0.392996121737623
"799",2012-10-09,"GB00B24FF097",120,18.1601642710472,10762.3,2012-07-17,27079.911,0.397427450924783
"800",2012-10-16,"GB00B24FF097",310,18.1409993155373,11072.3,2012-07-17,27079.911,0.408875051324947
"801",2012-10-23,"GB00B24FF097",60,18.1218343600274,11132.3,2012-07-17,27079.911,0.411090715918527
"802",2012-10-30,"GB00B24FF097",200,18.1026694045175,11332.3,2012-07-17,27079.911,0.418476264563794
"803",2013-03-12,"GB00B24FF097",125,17.7385352498289,11457.3,2013-01-09,28715.524,0.398993241425788
"804",2013-03-19,"GB00B24FF097",125,17.719370294319,11582.3,2013-01-09,28715.524,0.403346287534227
"805",2013-10-01,"GB00B24FF097",45,17.1827515400411,11627.3,2013-01-09,28715.524,0.404913384133265
"806",2014-03-11,"GB00B24FF097",40,16.7419575633128,11667.3,2013-01-09,28715.524,0.406306358887966
"807",2014-03-18,"GB00B24FF097",195,16.7227926078029,11862.3,2013-01-09,28715.524,0.413097110817131
"808",2014-09-09,"GB00B24FF097",423,16.2436687200548,12285.3,2014-08-13,31531.504,0.389619854479507
"809",2014-09-30,"GB00B24FF097",505,16.186173853525,12790.3,2014-08-13,31531.504,0.40563558274924
"810",2014-10-07,"GB00B24FF097",20,16.1670088980151,12810.3,2014-08-13,31531.504,0.406269869017348
"811",2015-01-27,"GB00B24FF097",115,15.8603696098563,12925.3,2014-08-13,31531.504,0.409917015058971
"812",2015-09-08,"GB00B24FF097",50,15.2470910335387,12975.3,2015-05-22,33281.504,0.389865193592213
"813",2015-09-15,"GB00B24FF097",65,15.2279260780287,13040.3,2015-05-22,33281.504,0.391818230329975
"814",2015-09-22,"GB00B24FF097",46,15.2087611225188,13086.3,2015-05-22,33281.504,0.393200379405931
"815",2015-09-29,"GB00B24FF097",85,15.1895961670089,13171.3,2015-05-22,33281.504,0.395754350524544
"816",2015-12-09,"GB00B24FF097",530,14.9952087611225,13701.3,2015-05-22,33281.504,0.411679111617071
"817",2015-12-16,"GB00B24FF097",657,14.9760438056126,14358.3,2015-05-22,33281.504,0.431419806027997
"818",2016-01-27,"GB00B24FF097",206,14.861054072553,14564.3,2015-05-22,33281.504,0.437609430150753
"819",2016-02-03,"GB00B24FF097",322,14.8418891170431,14886.3,2015-05-22,33281.504,0.447284473682439
"820",2016-08-10,"GB00B24FF097",185,14.3244353182752,15071.3,2016-07-12,33640.504,0.448010529212047
"821",2016-08-17,"GB00B24FF097",210,14.3052703627652,15281.3,2016-07-12,33640.504,0.454253004057252
"822",2016-08-24,"GB00B24FF097",208,14.2861054072553,15489.3,2016-07-12,33640.504,0.460436026761073
"823",2016-08-31,"GB00B24FF097",164,14.2669404517454,15653.3,2016-07-12,33640.504,0.465311102354471
"824",2016-09-07,"GB00B24FF097",53,14.2477754962355,15706.3,2016-07-12,33640.504,0.466886584101118
"825",2016-09-14,"GB00B24FF097",325,14.2286105407255,16031.3,2016-07-12,33640.504,0.476547557075839
"826",2016-09-21,"GB00B24FF097",50,14.2094455852156,16081.3,2016-07-12,33640.504,0.478033860610412
"827",2016-09-28,"GB00B24FF097",94,14.1902806297057,16175.3,2016-07-12,33640.504,0.480828111255408
"828",2016-10-05,"GB00B24FF097",218,14.1711156741958,16393.3,2016-07-12,33640.504,0.487308394666144
"829",2016-10-12,"GB00B24FF097",185,14.1519507186858,16578.3,2016-07-12,33640.504,0.492807717744062
"830",2016-10-19,"GB00B24FF097",340,14.1327857631759,16918.3,2016-07-12,33640.504,0.502914581779155
"831",2016-10-26,"GB00B24FF097",97,14.113620807666,17015.3,2016-07-12,33640.504,0.505798010636226
"832",2016-11-09,"GB00B24FF097",246,14.0752908966461,17261.3,2016-07-12,33640.504,0.513110624026323
"833",2016-11-16,"GB00B24FF097",539.5,14.0561259411362,17800.8,2016-07-12,33640.504,0.52914783916436
"834",2016-11-24,"GB00B24FF097",362.6,14.0342231348392,18163.4,2016-07-12,33640.504,0.539926512397079
"835",2016-11-30,"GB00B24FF097",277,14.0177960301164,18440.4,2016-07-12,33640.504,0.548160633978611
"836",2016-12-07,"GB00B24FF097",541,13.9986310746064,18981.4,2016-07-12,33640.504,0.564242438222685
"837",2016-12-14,"GB00B24FF097",239.2,13.9794661190965,19220.6,2016-07-12,33640.504,0.57135291433208
"838",2017-01-11,"GB00B24FF097",338.5,13.9028062970568,19559.1,2016-07-12,33640.504,0.581415189261136
"839",2017-01-18,"GB00B24FF097",688,13.8836413415469,20247.1,2016-07-12,33640.504,0.601866725896853
"840",2020-03-18,"GB00B24FF097",0,10.7214236824093,20247.1,2020-03-11,36621.992,0.552867249820818
"841",2020-03-20,"GB00B24FF097",0,10.715947980835,20247.1,2020-03-11,36621.992,0.552867249820818
"842",2020-03-23,"GB00B24FF097",0,10.7077344284736,20247.1,2020-03-11,36621.992,0.552867249820818
"843",2020-03-24,"GB00B24FF097",0,10.7049965776865,20247.1,2020-03-11,36621.992,0.552867249820818
"844",2020-03-25,"GB00B24FF097",0,10.7022587268994,20247.1,2020-03-11,36621.992,0.552867249820818
"845",2020-03-26,"GB00B24FF097",0,10.6995208761123,20247.1,2020-03-11,36621.992,0.552867249820818
"846",2020-03-31,"GB00B24FF097",0,10.6858316221766,20247.1,2020-03-11,36621.992,0.552867249820818
"847",2020-04-15,"GB00B24FF097",0,10.6447638603696,20247.1,2020-04-09,38714.492,0.522985036197814
"848",2020-04-16,"GB00B24FF097",0,10.6420260095825,20247.1,2020-04-09,38714.492,0.522985036197814
"849",2020-04-21,"GB00B24FF097",0,10.6283367556468,20247.1,2020-04-21,39096.381,0.517876577885815
"850",2020-04-22,"GB00B24FF097",0,10.6255989048597,20247.1,2020-04-21,39096.381,0.517876577885815
"851",2020-04-23,"GB00B24FF097",200,10.6228610540726,20447.1,2020-04-21,39096.381,0.522992140883833
"852",2020-04-28,"GB00B24FF097",412.6,10.6091718001369,20859.7,2020-04-21,39096.381,0.533545547348743
"853",2020-04-29,"GB00B24FF097",0,10.6064339493498,20859.7,2020-04-21,39096.381,0.533545547348743
"854",2020-04-30,"GB00B24FF097",0,10.6036960985626,20859.7,2020-04-21,39096.381,0.533545547348743
"855",2020-05-05,"GB00B24FF097",0,10.590006844627,20859.7,2020-04-21,39096.381,0.533545547348743
"856",2020-05-06,"GB00B24FF097",0,10.5872689938398,20859.7,2020-04-21,39096.381,0.533545547348743
"857",2020-05-07,"GB00B24FF097",0,10.5845311430527,20859.7,2020-04-21,39096.381,0.533545547348743
"858",2020-05-12,"GB00B24FF097",592.3,10.570841889117,21452,2020-04-21,39096.381,0.548695287167372
"859",2020-05-13,"GB00B24FF097",31.8,10.5681040383299,21483.8,2020-04-21,39096.381,0.549508661684057
"860",2020-05-14,"GB00B24FF097",470,10.5653661875428,21953.8,2020-04-21,39096.381,0.561530234729399
"861",2020-05-19,"GB00B24FF097",577.1,10.5516769336071,22530.9,2020-04-21,39096.381,0.576291191760179
"862",2020-05-20,"GB00B24FF097",323,10.54893908282,22853.9,2020-04-21,39096.381,0.584552826001977
"863",2020-05-21,"GB00B24FF097",318.9,10.5462012320329,23172.8,2020-04-21,39096.381,0.592709591202316
"864",2020-05-26,"GB00B24FF097",560,10.5325119780972,23732.8,2020-04-21,39096.381,0.607033167596766
"865",2020-06-23,"GB00B24FF097",28.3,10.4558521560575,23761.1,2020-06-17,41096.381,0.57817986454817
"866",2020-06-25,"GB00B24FF097",0,10.4503764544832,23761.1,2020-06-17,41096.381,0.57817986454817
"867",2020-06-30,"GB00B24FF097",0,10.4366872005476,23761.1,2020-06-17,41096.381,0.57817986454817
"868",2020-07-02,"GB00B24FF097",0,10.4312114989733,23761.1,2020-06-17,41096.381,0.57817986454817
"869",2020-07-07,"GB00B24FF097",150,10.4175222450376,23911.1,2020-06-17,41096.381,0.581829820976207
"870",2020-07-09,"GB00B24FF097",0,10.4120465434634,23911.1,2020-06-17,41096.381,0.581829820976207
"871",2020-07-14,"GB00B24FF097",20,10.3983572895277,23931.1,2020-06-17,41096.381,0.582316481833279
"872",2020-07-16,"GB00B24FF097",67,10.3928815879535,23998.1,2020-06-17,41096.381,0.583946795704468
"873",2020-07-21,"GB00B24FF097",0,10.3791923340178,23998.1,2020-06-17,41096.381,0.583946795704468
"874",2020-07-23,"GB00B24FF097",0,10.3737166324435,23998.1,2020-06-17,41096.381,0.583946795704468
"875",2020-07-28,"GB00B24FF097",0,10.3600273785079,23998.1,2020-06-17,41096.381,0.583946795704468
"876",2020-07-30,"GB00B24FF097",0,10.3545516769336,23998.1,2020-06-17,41096.381,0.583946795704468
"877",2020-08-04,"GB00B24FF097",0,10.3408624229979,23998.1,2020-06-17,41096.381,0.583946795704468
"878",2020-08-06,"GB00B24FF097",100,10.3353867214237,24098.1,2020-06-17,41096.381,0.586380099989826
"879",2020-08-12,"GB00B24FF097",0,10.3189596167009,24098.1,2020-06-17,41096.381,0.586380099989826
"880",2020-08-19,"GB00B24FF097",0,10.299794661191,24098.1,2020-06-17,41096.381,0.586380099989826
"881",2020-08-26,"GB00B24FF097",35,10.280629705681,24133.1,2020-06-17,41096.381,0.587231756489702
"882",2020-09-02,"GB00B24FF097",0,10.2614647501711,24133.1,2020-06-17,41096.381,0.587231756489702
"883",2020-09-09,"GB00B24FF097",784.9,10.2422997946612,24918,2020-06-17,41096.381,0.606330761825476
"884",2009-03-16,"GB0004893086",99,23.2279260780287,99,2009-01-21,22368.218,0.00442592252990381
"885",2009-03-23,"GB0004893086",100,23.2087611225188,199,2009-01-21,22368.218,0.00889655134798847
"886",2009-03-30,"GB0004893086",148,23.1895961670089,347,2009-01-21,22368.218,0.0155130819987538
"887",2009-04-06,"GB0004893086",0,23.170431211499,347,2009-01-21,22368.218,0.0155130819987538
"888",2009-04-14,"GB0004893086",0,23.1485284052019,347,2009-01-21,22368.218,0.0155130819987538
"889",2009-04-20,"GB0004893086",535,23.1321013004791,882,2009-01-21,22368.218,0.0394309461755067
"890",2009-04-27,"GB0004893086",380,23.1129363449692,1262,2009-01-21,22368.218,0.0564193356842284
"891",2009-05-05,"GB0004893086",252,23.0910335386721,1514,2009-01-21,22368.218,0.0676853203058017
"892",2009-05-11,"GB0004893086",1072,23.0746064339493,2586,2009-01-21,22368.218,0.115610461235669
"893",2009-05-18,"GB0004893086",471.6,23.0554414784394,3057.6,2009-01-21,22368.218,0.136693946741757
"894",2009-05-26,"GB0004893086",449,23.0335386721424,3506.6,2009-01-21,22368.218,0.156767070134957
"895",2009-06-01,"GB0004893086",436,23.0171115674196,3942.6,2009-01-21,22368.218,0.176259011781806
"896",2009-06-08,"GB0004893086",418,22.9979466119097,4360.6,2009-01-21,22368.218,0.1949462402414
"897",2009-06-15,"GB0004893086",732,22.9787816563997,5092.6,2009-01-21,22368.218,0.227671243189779
"898",2009-06-22,"GB0004893086",688,22.9596167008898,5780.6,2009-01-21,22368.218,0.258429169458202
"899",2009-06-29,"GB0004893086",544,22.9404517453799,6324.6,2009-01-21,22368.218,0.282749390228582
"900",2009-07-06,"GB0004893086",830,22.92128678987,7154.6,2009-01-21,22368.218,0.319855609418685
"901",2009-07-27,"GB0004893086",109,22.8637919233402,7263.6,2009-07-17,23618.218,0.307542254034576
"902",2009-08-10,"GB0004893086",239,22.8254620123203,7502.6,2009-07-17,23618.218,0.31766156108814
"903",2009-08-17,"GB0004893086",84,22.8062970568104,7586.6,2009-07-17,23618.218,0.321218137625794
"904",2009-08-24,"GB0004893086",15,22.7871321013005,7601.6,2009-07-17,23618.218,0.321853240578946
"905",2009-09-01,"GB0004893086",31,22.7652292950034,7632.6,2009-07-17,23618.218,0.323165786682128
"906",2009-09-07,"GB0004893086",83,22.7488021902806,7715.6,2009-07-17,23618.218,0.326680023022905
"907",2009-09-14,"GB0004893086",79,22.7296372347707,7794.6,2009-07-17,23618.218,0.330024898576175
"908",2009-09-21,"GB0004893086",106,22.7104722792608,7900.6,2009-07-17,23618.218,0.33451295944512
"909",2009-09-28,"GB0004893086",95,22.6913073237509,7995.6,2009-07-17,23618.218,0.338535278148419
"910",2009-10-05,"GB0004893086",253.2,22.6721423682409,8248.8,2009-07-17,23618.218,0.349255815997634
"911",2009-10-12,"GB0004893086",0,22.652977412731,8248.8,2009-07-17,23618.218,0.349255815997634
"912",2009-10-19,"GB0004893086",0,22.6338124572211,8248.8,2009-07-17,23618.218,0.349255815997634
"913",2009-10-26,"GB0004893086",0,22.6146475017112,8248.8,2009-07-17,23618.218,0.349255815997634
"914",2009-11-09,"GB0004893086",20,22.5763175906913,8268.8,2009-07-17,23618.218,0.35010261993517
"915",2009-11-23,"GB0004893086",80,22.5379876796715,8348.8,2009-07-17,23618.218,0.353489835685317
"916",2009-12-07,"GB0004893086",95,22.4996577686516,8443.8,2009-07-17,23618.218,0.357512154388616
"917",2010-01-04,"GB0004893086",318,22.4229979466119,8761.8,2009-12-17,24618.218,0.35590715786171
"918",2010-01-18,"GB0004893086",160,22.3846680355921,8921.8,2009-12-17,24618.218,0.362406409757197
"919",2011-10-12,"GB0004893086",127,20.6543463381246,9048.8,2010-05-18,25618.218,0.353217386158553
"920",2011-10-19,"GB0004893086",83,20.6351813826146,9131.8,2011-10-19,26173.218,0.34889863371023
"921",2011-10-26,"GB0004893086",114,20.6160164271047,9245.8,2011-10-19,26173.218,0.353254231099898
"922",2011-11-16,"GB0004893086",90,20.5585215605749,9335.8,2011-11-04,28173.218,0.331371446456702
"923",2011-11-23,"GB0004893086",155,20.539356605065,9490.8,2011-11-04,28173.218,0.33687312539164
"924",2011-11-30,"GB0004893086",15,20.5201916495551,9505.8,2011-11-04,28173.218,0.33740554593373
"925",2011-12-07,"GB0004893086",30,20.5010266940452,9535.8,2011-11-04,28173.218,0.338470387017912
"926",2011-12-14,"GB0004893086",11,20.4818617385353,9546.8,2011-11-04,28173.218,0.338860828748778
"927",2012-01-04,"GB0004893086",0,20.4243668720055,9546.8,2011-11-04,28173.218,0.338860828748778
"928",2012-01-11,"GB0004893086",186.5,20.4052019164955,9733.3,2011-11-04,28173.218,0.345480590822106
"929",2012-01-18,"GB0004893086",353.4,20.3860369609856,10086.7,2011-11-04,28173.218,0.358024418793764
"930",2012-01-25,"GB0004893086",361,20.3668720054757,10447.7,2011-11-04,28173.218,0.370838006506747
"931",2012-02-01,"GB0004893086",70,20.3477070499658,10517.7,2011-11-04,28173.218,0.37332263570317
"932",2012-02-14,"GB0004893086",34,20.3121149897331,10551.7,2011-11-04,28173.218,0.374529455598576
"933",2012-02-21,"GB0004893086",240,20.2929500342231,10791.7,2011-11-04,28173.218,0.383048184272027
"934",2012-02-28,"GB0004893086",126,20.2737850787132,10917.7,2011-11-04,28173.218,0.387520516825589
"935",2012-03-06,"GB0004893086",21,20.2546201232033,10938.7,2011-11-04,28173.218,0.388265905584517
"936",2012-03-13,"GB0004893086",120,20.2354551676934,11058.7,2011-11-04,28173.218,0.392525269921242
"937",2012-03-20,"GB0004893086",0,20.2162902121834,11058.7,2011-11-04,28173.218,0.392525269921242
"938",2012-03-27,"GB0004893086",0,20.1971252566735,11058.7,2011-11-04,28173.218,0.392525269921242
"939",2012-04-03,"GB0004893086",101,20.1779603011636,11159.7,2011-11-04,28173.218,0.396110234904653
"940",2012-04-24,"GB0004893086",28,20.1204654346338,11187.7,2012-04-13,30173.218,0.370782460127388
"941",2012-05-01,"GB0004893086",0,20.1013004791239,11187.7,2012-04-13,30173.218,0.370782460127388
"942",2012-07-10,"GB0004893086",0,19.9096509240246,11187.7,2012-04-13,30173.218,0.370782460127388
"943",2012-07-17,"GB0004893086",0,19.8904859685147,11187.7,2012-07-17,30591.218,0.36571606923268
"944",2012-07-24,"GB0004893086",210,19.8713210130048,11397.7,2012-07-17,30591.218,0.372580784459122
"945",2012-07-31,"GB0004893086",300,19.8521560574949,11697.7,2012-07-17,30591.218,0.382387520496896
"946",2012-08-07,"GB0004893086",5,19.8329911019849,11702.7,2012-07-17,30591.218,0.382550966097525
"947",2012-08-14,"GB0004893086",525,19.813826146475,12227.7,2012-07-17,30591.218,0.39971275416363
"948",2012-08-21,"GB0004893086",300,19.7946611909651,12527.7,2012-07-17,30591.218,0.409519490201404
"949",2012-08-28,"GB0004893086",400,19.7754962354552,12927.7,2012-07-17,30591.218,0.422595138251769
"950",2012-09-04,"GB0004893086",166.1,19.7563312799452,13093.8,2012-07-17,30591.218,0.428024801104683
"951",2012-09-11,"GB0004893086",10,19.7371663244353,13103.8,2012-07-17,30591.218,0.428351692305942
"952",2012-09-18,"GB0004893086",250,19.7180013689254,13353.8,2012-07-17,30591.218,0.43652397233742
"953",2012-09-25,"GB0004893086",150,19.6988364134155,13503.8,2012-07-17,30591.218,0.441427340356307
"954",2012-10-16,"GB0004893086",171,19.6413415468857,13674.8,2012-10-10,32354.113,0.42266032760657
"955",2012-10-23,"GB0004893086",74,19.6221765913758,13748.8,2012-10-10,32354.113,0.424947517491826
"956",2012-10-30,"GB0004893086",15,19.6030116358658,13763.8,2012-10-10,32354.113,0.425411137063161
"957",2013-03-12,"GB0004893086",275,19.2388774811773,14038.8,2012-10-10,32354.113,0.433910829204312
"958",2013-03-19,"GB0004893086",21,19.2197125256674,14059.8,2012-10-10,32354.113,0.434559896604181
"959",2013-10-01,"GB0004893086",40,18.6830937713895,14099.8,2013-06-14,34597.463,0.407538552754576
"960",2014-03-11,"GB0004893086",45,18.2422997946612,14144.8,2013-06-14,34597.463,0.408839226159444
"961",2014-03-18,"GB0004893086",68,18.2231348391513,14212.8,2013-06-14,34597.463,0.410804688193467
"962",2014-09-09,"GB0004893086",20,17.7440109514031,14232.8,2014-07-15,35062.463,0.405926988072686
"963",2014-09-30,"GB0004893086",0,17.6865160848734,14232.8,2014-07-15,35062.463,0.405926988072686
"964",2014-10-07,"GB0004893086",254,17.6673511293634,14486.8,2014-07-15,35062.463,0.413171202490823
"965",2015-01-27,"GB0004893086",0,17.3607118412047,14486.8,2014-07-15,35062.463,0.413171202490823
"966",2015-09-08,"GB0004893086",52,16.7474332648871,14538.8,2014-07-15,35062.463,0.414654270009497
"967",2015-09-15,"GB0004893086",10,16.7282683093771,14548.8,2014-07-15,35062.463,0.41493947530155
"968",2015-09-22,"GB0004893086",65,16.7091033538672,14613.8,2014-07-15,35062.463,0.416793309699892
"969",2015-09-29,"GB0004893086",136,16.6899383983573,14749.8,2014-07-15,35062.463,0.420672101671808
"970",2015-12-08,"GB0004893086",180,16.498288843258,14929.8,2014-07-15,35062.463,0.425805796928755
"971",2015-12-15,"GB0004893086",192.5,16.4791238877481,15122.3,2014-07-15,35062.463,0.431295998800769
"972",2016-01-26,"GB0004893086",195,16.3641341546886,15317.3,2014-07-15,35062.463,0.436857501995795
"973",2016-02-02,"GB0004893086",10,16.3449691991786,15327.3,2014-07-15,35062.463,0.437142707287848
"974",2016-08-09,"GB0004893086",26,15.8275154004107,15353.3,2016-07-12,35440.463,0.433213866308688
"975",2016-08-16,"GB0004893086",220,15.8083504449008,15573.3,2016-07-12,35440.463,0.439421460154175
"976",2016-08-23,"GB0004893086",70,15.7891854893908,15643.3,2016-07-12,35440.463,0.441396603650466
"977",2016-08-30,"GB0004893086",37,15.7700205338809,15680.3,2016-07-12,35440.463,0.442440608069934
"978",2016-09-06,"GB0004893086",17.7,15.750855578371,15698,2016-07-12,35440.463,0.442940037211139
"979",2016-09-13,"GB0004893086",0,15.7316906228611,15698,2016-07-12,35440.463,0.442940037211139
"980",2016-09-20,"GB0004893086",0,15.7125256673511,15698,2016-07-12,35440.463,0.442940037211139
"981",2016-09-27,"GB0004893086",0,15.6933607118412,15698,2016-07-12,35440.463,0.442940037211139
"982",2016-10-04,"GB0004893086",9,15.6741957563313,15707,2016-07-12,35440.463,0.443193984232091
"983",2016-10-11,"GB0004893086",75.8,15.6550308008214,15782.8,2016-07-12,35440.463,0.445332782475218
"984",2016-10-18,"GB0004893086",479,15.6358658453114,16261.8,2016-07-12,35440.463,0.458848407256982
"985",2016-10-25,"GB0004893086",25,15.6167008898015,16286.8,2016-07-12,35440.463,0.459553815648514
"986",2016-11-08,"GB0004893086",31,15.5783709787817,16317.8,2016-07-12,35440.463,0.460428522054015
"987",2016-11-15,"GB0004893086",67,15.5592060232717,16384.8,2016-07-12,35440.463,0.462319016543322
"988",2016-11-22,"GB0004893086",368,15.5400410677618,16752.8,2016-07-12,35440.463,0.472702628066682
"989",2016-11-29,"GB0004893086",497.2,15.5208761122519,17250,2016-07-12,35440.463,0.486731790157482
"990",2016-12-06,"GB0004893086",280,15.501711156742,17530,2016-07-12,35440.463,0.494632364142647
"991",2016-12-13,"GB0004893086",25,15.482546201232,17555,2016-07-12,35440.463,0.495337772534179
"992",2017-01-10,"GB0004893086",566,15.4058863791923,18121,2016-07-12,35440.463,0.511308218518477
"993",2017-01-17,"GB0004893086",0,15.3867214236824,18121,2016-07-12,35440.463,0.511308218518477
"994",2017-01-24,"GB0004893086",355,15.3675564681725,18476,2016-07-12,35440.463,0.52132501767824
"995",2017-01-31,"GB0004893086",383,15.3483915126626,18859,2016-07-12,35440.463,0.532131874236519
"996",2017-02-07,"GB0004893086",257,15.3292265571526,19116,2016-07-12,35440.463,0.539383472501474
"997",2017-02-14,"GB0004893086",105,15.3100616016427,19221,2016-07-12,35440.463,0.542346187745911
"998",2017-02-21,"GB0004893086",572,15.2908966461328,19793,2016-07-12,35440.463,0.558485931744176
